6712	0
10882	0
8563	0
1801	0
8434	0
57104	0
10309	0
1178	0
3163	0
4863	0
4628	0
1387	0
6862	0
55854	0
79572	0
57863	0
2634	0
1785	0
7004	0
8419	0
4361	0
23058	0
10097	0
5521	0
9363	0
9333	0
6642	0
7862	0
4893	0
5810	0
1630	0
23102	1
6531	0
3185	0
3109	0
4340	0
11169	0
9638	0
11345	0
11015	1
7022	1
1244	0
11083	0
14102	0
1638	0
3936	0
29	0
10376	0
5831	0
350	0
6541	0
9834	0
4087	0
11051	0
1969	0
25936	0
6233	0
1810	0
6358	0
4358	0
22876	0
90627	0
10633	0
2994	0
311	0
9208	0
10233	0
4836	0
8850	0
825	0
30849	0
3431	0
6003	0
29899	0
91977	0
140465	0
3889	0
9600	0
90806	0
8048	0
7337	0
57658	0
9126	0
10129	0
5174	0
9399	1
23534	0
9968	0
7398	0
1259	0
50628	0
26002	0
8694	0
9961	0
26986	0
3574	0
2976	0
3475	0
4319	0
8193	0
10526	0
6327	1
3421	0
5531	1
2274	0
51742	0
27072	0
6894	0
2002	0
4902	0
1203	0
4591	0
4261	0
5873	0
51109	0
23311	0
1068	0
55720	0
486	0
10919	0
2134	0
4066	0
4213	0
7479	0
26100	0
10220	0
5309	0
10611	0
2045	0
3149	0
5310	0
23048	0
943	0
8493	0
56910	0
9683	0
4258	0
1585	0
4709	0
8611	0
6631	0
7098	0
25909	0
2705	0
8577	1
23397	0
7419	0
57338	0
4094	0
5970	0
23171	0
8321	0
6421	0
4704	0
1266	0
5780	0
3419	0
8789	0
3326	0
23157	1
8993	0
4209	0
10430	1
4144	0
4784	0
26234	0
3627	0
39	0
7514	0
7466	0
10300	0
558	0
25854	0
5536	0
9859	0
79095	0
573	0
22880	0
2710	1
1084	0
7184	0
26013	0
5324	0
10238	0
60436	0
3446	0
638	0
2350	0
64844	0
23362	1
506	0
5929	0
4184	0
5554	0
23318	0
2937	0
8100	0
661	0
9873	0
8600	0
3157	0
10075	0
2719	0
57060	0
23105	0
55557	0
8537	0
581	1
26046	0
23379	0
4046	0
4676	0
89910	0
4200	0
678	1
6837	0
6709	0
8941	0
6097	0
6780	0
9762	1
8913	0
56967	0
1973	1
1991	0
65122	0
8214	0
5475	0
9467	1
10866	0
203197	0
10447	0
23659	0
9842	0
2745	0
652	0
51044	0
8776	0
11332	0
8711	0
2034	0
7745	0
3851	0
9197	0
2029	1
57447	0
27044	1
3552	0
10144	0
25781	0
27130	0
4552	0
8153	0
23273	0
4218	0
23225	0
9583	1
775	0
20	1
9808	0
6010	0
23295	0
9705	1
23479	0
1983	0
7750	0
11152	0
3787	0
23429	0
3562	0
1627	0
3030	0
7247	0
6274	0
6612	0
5571	0
79424	0
57050	0
51032	0
8028	0
10327	0
23544	0
9149	0
9697	0
4582	0
1981	0
7634	0
10656	0
2081	0
11061	0
8754	0
8462	0
3559	0
1855	0
9223	0
432	0
10083	0
5349	0
5713	0
10949	0
9520	0
10256	0
10787	0
9973	0
5217	0
708	0
246243	0
2583	0
11146	0
10923	0
2589	0
9401	0
2814	0
23277	0
1656	0
7087	1
856	0
23149	0
5105	0
112	0
9217	0
3211	0
191	0
5935	0
11191	0
3612	0
5097	0
262	0
1944	0
9694	0
5165	0
24139	0
80777	0
8851	0
10458	1
6257	0
2590	0
3750	0
25948	0
10158	0
9255	0
5337	0
23613	0
8073	0
2099	0
9133	0
23392	0
7123	0
10414	0
6181	0
3217	0
5745	0
26	0
4923	0
6513	0
91369	0
7299	0
23247	0
2250	0
526	1
1901	0
10134	0
6218	0
7409	0
25888	0
57150	0
55746	0
6568	0
55973	0
27063	0
3694	0
23193	1
23514	0
10106	0
6207	0
27339	0
51780	0
3458	0
1182	0
22987	0
225	0
6744	0
142	0
207	0
81550	0
23507	1
10450	0
1510	0
7595	0
48	0
25978	0
3641	0
63940	0
8667	0
56099	0
5795	0
3170	0
8607	0
5288	0
3730	0
4128	1
3135	1
4356	0
3665	0
7054	0
23385	0
56288	0
7041	0
10659	0
54550	0
7978	0
64405	0
10665	0
11333	0
6017	0
1141	0
6716	0
9904	0
984	0
1155	0
22976	0
10844	0
788	0
1485	0
8724	0
5238	0
8848	0
6335	0
11251	0
25833	0
1617	0
8634	0
56941	0
490	1
1843	0
56342	0
10516	0
10389	0
2626	0
51574	1
9044	0
1112	0
6502	0
8857	0
23365	0
1294	0
222161	0
9081	0
84759	0
9941	0
23022	0
27124	0
2712	0
1562	0
7352	0
57239	0
1358	0
7111	0
4640	0
782	0
10016	0
51382	0
1557	0
26045	0
2281	0
6874	0
10111	0
1486	0
10544	0
4987	0
6883	0
27101	1
6510	0
5223	0
3607	0
10114	0
2876	1
3428	0
781	1
8029	0
11046	0
8451	0
3015	0
9323	0
6490	0
5589	0
1950	0
2782	0
5720	0
11272	0
2037	0
22846	0
5578	0
9867	0
5327	0
23002	0
11315	0
1193	0
55	0
3592	0
1890	0
8723	0
6134	0
6281	0
26031	0
10193	0
872	1
8801	0
6434	0
27097	0
395	0
10574	0
89	0
988	0
8910	0
2295	0
10229	0
10026	0
9016	0
1454	0
23207	0
23080	0
8528	0
23420	0
23326	0
7982	0
79143	0
8661	0
2533	0
3960	0
84444	0
9187	0
7454	0
1584	0
25915	0
26065	1
7174	0
10550	0
1675	0
23119	0
649	0
5527	0
8793	0
6038	0
3903	0
2150	0
642	0
1318	0
50859	1
8704	0
23650	0
5965	0
1908	0
23216	0
6480	0
4291	0
2792	0
10912	0
1718	0
10190	0
8082	0
8847	0
6748	1
3003	0
9849	0
11187	0
11168	0
4849	0
9731	0
8668	0
5018	0
2665	1
4609	0
7272	0
5592	0
23194	0
26578	0
10597	0
776	0
64976	0
23160	0
3738	0
23432	0
66008	0
2673	0
23021	0
1269	0
5625	0
181	0
58498	0
9593	0
412	0
6239	0
11073	0
25847	0
8642	0
11069	1
4242	0
830	0
8476	0
10694	0
58497	0
5204	0
2886	0
2543	0
9688	0
51626	0
9063	0
8892	0
5650	0
5129	0
335	0
6660	0
10938	0
23227	0
7189	0
9374	0
4681	0
55573	0
22980	0
4287	0
2791	0
29984	0
83941	0
9778	0
8076	0
9914	0
7691	0
5362	0
4481	0
11139	0
4664	0
7957	0
29114	1
5756	0
4856	1
2936	0
440	0
23527	0
9881	0
9110	0
8364	0
1289	0
2525	0
9716	0
7159	0
841	0
1044	0
5737	0
25782	0
91	0
2137	0
8510	0
7402	0
4116	0
467	0
26085	0
26108	0
9088	0
8001	0
27230	0
8324	0
27335	0
11177	0
563	0
3248	0
9497	1
22926	0
2953	0
4058	0
6947	0
6915	0
7334	0
6715	1
23078	0
8745	0
8899	0
79716	0
126393	0
3489	0
23151	0
10215	0
8884	0
5338	0
7164	0
3628	0
5934	0
4176	0
7262	0
10876	0
6322	0
55186	0
10981	1
222255	0
2911	0
10265	0
10681	0
116829	0
305	0
928	0
7274	0
27035	0
1644	0
6506	1
23235	0
23093	0
217	0
8509	0
7143	0
4076	1
158	0
10422	0
9790	0
91316	0
23252	0
23499	0
3832	0
4928	0
51100	0
9563	0
11335	0
10427	0
10671	0
6415	0
9665	0
3658	0
11184	0
1418	0
9993	0
36	0
1368	0
472	0
8446	0
1655	1
23376	0
1943	0
5077	0
711	0
132	0
11269	0
6905	0
3779	0
5412	0
26151	0
5724	0
2180	0
8936	1
2769	0
7700	0
9152	0
81569	0
201254	0
25943	0
27079	0
9486	0
1018	0
9924	0
10575	0
9765	0
27284	0
26132	0
998	1
25840	0
2806	0
6792	1
26055	0
7439	0
4621	0
3032	0
7385	0
4831	0
8733	0
23240	0
3880	0
3192	0
4294	0
22903	1
5159	0
